ReplyId,Incident_id,ReplyMessage,ReplyDate
1234,642,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,22/6/2023 7:27
1235,643,ให้ Block Source IP ดังกล่าว,22/6/2023 7:28
1236,644,ให้ Block Source IP ดังกล่าว,22/6/2023 7:28
1237,645,ให้ Block Destination IP ดังกล่าว,22/6/2023 7:29
1238,646,ให้ Block Source IP ดังกล่าว,22/6/2023 7:29
1239,647,ประสานแจ้งเจ้าหน้าที่เกี่ยวข้อง หาสาเหตุและแนวทางแก้ไขปัญหา,22/6/2023 11:01
1240,648,ประสานแจ้งเจ้าหน้าที่เกี่ยวข้อง หาสาเหตุและแนวทางแก้ไขปัญหา,22/6/2023 11:02
1241,649,ให้ Block Source IP ดังกล่าว,22/6/2023 11:03
1242,650,ให้ Block Source IP ดังกล่าว,23/6/2023 9:29
1243,651,ให้ Block Source IP ดังกล่าว,23/6/2023 9:29
1244,648,ตรวจสอบกับทางผู้ดูแลแล้วพบว่า เป็น IP สำหรับ Nginx จึงเป็นการพยายามโจมตรจากภายนอกเข้ามาตามปกติ,23/6/2023 9:43
1245,647,ทางผู้ดูแลกำลังตรวจหาเครื่องที่เป็นสาเหตุดั่งกล่าว,23/6/2023 9:45
1246,653,ให้ Block Source IP ดังกล่าว,23/6/2023 9:51
1247,654,ให้ Block Source IP ดังกล่าว,23/6/2023 9:51
1248,655,ประสานเจ้าหน้าที่เกี่ยวข้อง หาสาเหตุและแนวทางแก้ไขปัญหา ,23/6/2023 10:19
1249,656,ให้ทำการเก็บหลักฐาน สแกนช่องโหว่ของระบบ พร้อมทั้งประสานงานเจ้าหน้าที่ส่วนงานที่เกี่ยวข้องเพื่อให้คำแนะนำ หาสาเหตุและแนวทางแก้ไขต่อไป  โดยให้เวลาแก้ไขภายใน 3 วัน หากส่วนงานไม่ทำงานแก้ไขให้ทำหนังสือแจ้งเตือนส่วนงานต่อไป,23/6/2023 13:21
1250,647,ตรวจสอบแล้วเป็นเครื่อง Deverloper ทำการ uplode ไฟล์อยู่ตลอด ซึ่งเป็นการใช้งานจริง,23/6/2023 16:57
1251,656,ดำเนินการเก็บหลักฐานและ scan ช่องโหว่เรียบร้อย และดำเนินการแจ้งแกผู้ดูแลแล้ว,23/6/2023 16:58
1252,654,ดำเนินการ Block source เรียบร้อย,23/6/2023 16:59
1253,653,ดำเนินการ Block source เรียบร้อย,23/6/2023 16:59
1254,652,ดำเนินการ Block source เรียบร้อย,23/6/2023 17:00
1255,651,ดำเนินการ Block source เรียบร้อย,23/6/2023 17:00
1256,650,ดำเนินการ Block source เรียบร้อย,23/6/2023 17:00
1257,649,ดำเนินการ Block source เรียบร้อย,23/6/2023 17:01
1258,646,ดำเนินการ Block source เรียบร้อย,23/6/2023 17:01
1259,645,ดำเนินการ Block Destination เรียบร้อย,23/6/2023 17:02
1260,644,ดำเนินการ Block source เรียบร้อย,23/6/2023 17:02
1261,643,ดำเนินการ Block source เรียบร้อย,23/6/2023 17:02
1262,656,ทางผู้ดูแลได้ทำการแก้ไขเรียบร้อย,26/6/2023 9:42
1263,657,ให้ Block Source IP ดังกล่าว,26/6/2023 14:45
1264,658,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,26/6/2023 14:46
1265,659,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,26/6/2023 14:46
1266,660,ให้ Block Destination IP ดังกล่าว,26/6/2023 14:59
1267,661,ให้ Block Source IP ดังกล่าว,26/6/2023 15:00
1268,655,จากการตรวจสอบ log แล้วเป็นอาจจะเป็นช่วงของการ Scan Directory เพื่อหาจุดที่สามารถวาง Script ได้ ทาง firewall หลักได้ทำการ Block source ดั่งกล่าวแล้ว,26/6/2023 15:17
1269,662,ประสานแจ้งเจ้าหน้าที่เกี่ยวข้อง หาสาเหตุและแนวทางแก้ไขปัญหา,27/6/2023 15:20
1270,663,ให้ Block Source IP ดังกล่าว,28/6/2023 9:45
1271,658,ส่งอีเมลแจ้งเตือนนักศึกษาเก่าแล้ว พร้อมแจ้งเให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,28/6/2023 10:03
1272,642,บุคลากรเกษียณอายุท่านนี้ ได้รับการแจ้งเตือนก่อนหน้านี้แล้วในเหตุการณ์เดียวกัน แต่ยังไม่มีการเปิดอ่าน จะได้มีการติดตามและประสานด้วยวิธีอื่นต่อไป,28/6/2023 10:08
1273,664,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,28/6/2023 10:26
1274,664,ส่งอีเมลแจ้งเตือนผู้ใช้งานแล้ว พร้อมทั้งแนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,28/6/2023 10:39
1275,665,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,28/6/2023 10:43
1276,665,ส่งอีเมลแจ้งเตือนผู้ใช้งานแล้ว พร้อมแนะนำให้ตรวจสอบบัญชีและเปลี่นรหัสผ่าน,28/6/2023 11:04
1277,666,ให้ Block Source IP ดังกล่าว,29/6/2023 8:59
1278,667,ให้ Block Source IP ดังกล่าว,3/7/2023 10:36
1279,668,ให้ Block Source IP ดังกล่าว,3/7/2023 10:36
1280,669,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,4/7/2023 13:08
1281,670,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,4/7/2023 13:09
1282,671,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,4/7/2023 13:09
1283,672,ให้ Block Source IP ดังกล่าว,4/7/2023 13:10
1284,673,ให้ Block Source IP ดังกล่าว,4/7/2023 13:11
1285,672,ดำเนินการ block souce ip แล้ว,4/7/2023 13:26
1286,673,ดำเนินการ block source IP แล้ว,4/7/2023 13:29
1287,674,ให้ Block Source IP ดังกล่าว,4/7/2023 14:00
1288,668,ดำเนินการ Block source เรียบร้อย,4/7/2023 14:18
1289,667,ดำเนินการ Block source เรียบร้อย,4/7/2023 14:19
1290,661,ดำเนินการ Block source เรียบร้อย,4/7/2023 14:32
1291,660,ดำเนินการ Block Destination เรียบร้อย,4/7/2023 14:35
1292,659,ได้ทำการ Block source เนื่องจากเป็นการพยายามโจมตีจากภายนอก,4/7/2023 14:36
1293,657,ดำเนินการ Block source เรียบร้อย,4/7/2023 14:36
1294,669,ส่งอีเมลแจ้งเตือนผู้ใช้งาน พร้อมแนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,5/7/2023 10:33
1295,670,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบการเข้าใช้บัญชีและเปลี่ยนรหัสผ่าน,5/7/2023 10:52
1296,671,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบการใช้งานและเปลี่ยนรหัสผ่าน,5/7/2023 11:05
1297,677,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,6/7/2023 8:54
1298,678,ให้ Block Source IP ดังกล่าว,6/7/2023 8:55
1299,679,ให้ Block Source IP ดังกล่าว,6/7/2023 8:55
1300,680,ให้ Block Source IP ดังกล่าว,6/7/2023 8:56
1301,677,ส่งอีเมลแจ้งเตือนนักศึกษา แนะนำให้ตรวจสอบบัญชีผู่ใช้ และเปลี่ยนรหัสผ่านแล้วครับ,6/7/2023 9:14
1302,681,ให้ Block Source IP ดังกล่าว,7/7/2023 12:38
1303,682,ให้ Block Source IP ดังกล่าว,7/7/2023 12:39
1304,688,ให้ Block Source IP ดังกล่าว,7/7/2023 12:40
1305,689,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,7/7/2023 12:41
1306,689,ส่งอีเมลแจ้งเตือนผู้ใช้งานแล้ว แนะนำให้ตรวจสอบการใช้งานบัญชี และเปลี่ยนรหัสผ่าน,7/7/2023 13:51
1307,690,ให้ Block Source IP ดังกล่าว,10/7/2023 15:06
1308,691,ให้ Block Source IP ดังกล่าว,10/7/2023 15:07
1309,692,ให้ Block Source IP ดังกล่าว,10/7/2023 15:07
1310,693,ประสานแจ้งเจ้าหน้าที่เกี่ยวข้อง หาสาเหตุและแนวทางแก้ไขปัญหา,10/7/2023 15:08
1311,694,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,10/7/2023 15:09
1312,695,ให้ Block Source IP ดังกล่าว,10/7/2023 15:10
1313,696,ให้ Block Source IP ดังกล่าว,10/7/2023 15:10
1314,697,ให้ Block Source IP ดังกล่าว,10/7/2023 15:11
1315,698,ให้ Block Source IP ดังกล่าว,10/7/2023 15:12
1316,699,ให้ Block Source IP ดังกล่าว,10/7/2023 15:12
1317,700,ให้ Block Source IP ดังกล่าว,11/7/2023 9:50
1318,701,ให้เฝ้าระวังอย่างใกล้ชิด,11/7/2023 9:53
1319,694,ส่งอีเมลแจ้งเตือนผู้ใช้งานแล้ว และแนะนำให้ตรวจสอบการใช้งานและเปลี่ยนรหัสผ่าน,11/7/2023 13:44
1320,702,ให้ Block Source IP ดังกล่าว  ,12/7/2023 9:18
1321,703,ให้ Block Source IP ดังกล่าว,12/7/2023 9:18
1322,704,ให้ Block Source IP ดังกล่าว,12/7/2023 9:19
1323,705,ให้ Block Source IP ดังกล่าว,12/7/2023 9:19
1324,706,ให้ Block Source IP ดังกล่าว,12/7/2023 9:20
1325,707,ให้ Block Source IP ดังกล่าว,12/7/2023 9:20
1326,708,ให้ Block Source IP ดังกล่าว,12/7/2023 9:20
1327,709,ให้ Block Source IP ดังกล่าว,12/7/2023 9:21
1328,710,ให้ Block Source IP ดังกล่าว,13/7/2023 9:50
1329,711,ให้ Block Source IP ดังกล่าว,13/7/2023 9:50
1330,712,ให้ Block Source IP ดังกล่าว,13/7/2023 9:50
1331,713,ให้ Block Source IP ดังกล่าว,13/7/2023 9:53
1332,714,ให้ Block Destination IP ดังกล่าว,14/7/2023 10:11
1333,715,ให้ Block Source IP ดังกล่าว,14/7/2023 10:12
1334,716,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,14/7/2023 10:12
1335,710,NULL,14/7/2023 13:48
1336,717,ให้ทำการเก็บหลักฐาน สแกนช่องโหว่ของระบบ พร้อมทั้งประสานงานเจ้าหน้าที่ส่วนงานที่เกี่ยวข้องเพื่อให้คำแนะนำ หาสาเหตุและแนวทางแก้ไขต่อไป  โดยให้เวลาแก้ไขภายใน 3 วัน หากส่วนงานไม่ทำงานแก้ไขให้ทำหนังสือแจ้งเตือนส่วนงานต่อไป,14/7/2023 15:06
1337,718,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,17/7/2023 9:32
1338,719,ให้ Block Source IP ดังกล่าว,17/7/2023 9:44
1339,720,ให้ Block Source IP ดังกล่าว,17/7/2023 9:45
1340,721,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,17/7/2023 9:45
1341,722,ให้ Block Source IP ดังกล่าว,17/7/2023 9:46
1342,723,ให้ Block Source IP ดังกล่าว,17/7/2023 9:58
1343,724,ให้ Block Source IP ดังกล่าว,17/7/2023 9:58
1344,725,ให้ Block Source IP ดังกล่าว,17/7/2023 9:59
1345,726,ให้ Block Source IP ดังกล่าว,17/7/2023 9:59
1346,727,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,17/7/2023 9:59
1347,728,ให้ Block Source IP ดังกล่าว,17/7/2023 10:00
1348,729,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,17/7/2023 10:05
1349,701,เบื้องต้นไม่มีเข้ามาแล้วครับ,17/7/2023 10:16
1350,717,ทางผู้ดูแลได้ดำเนินการใช้ ESET Scan และดำเนินการสิ่งที่ฝั่งออกเรียบร้อย,17/7/2023 10:22
1351,716,ส่งอีเมลแจ้งเตือนผู้ใช้งานแล้ว แนะนำให้ตรวจสอบบัญชีและเปลี่นนรหัสผ่าน,17/7/2023 12:13
1352,718,ส่งอีเมลแจ้งเตือนผู้ใช้แล้ว แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,18/7/2023 9:06
1353,721,ส่งอีเมลแจ้งเตือนผู้ใช้ แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,18/7/2023 9:11
1354,662,Admin ของบัณฑิตวิทยาลัย ดำเนินการแก้ไขดังนี้ 1. block ip ที่โจมตี 2. เปลี่ยน password ของ Admin และ User 3. ย้ายเว็บและโดเมน 4. update software และ OS,18/7/2023 9:19
1355,727,ส่งอีเมลแจ้งเตือนผู้ใช้ แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,18/7/2023 9:24
1356,729,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,18/7/2023 9:35
1357,730,ให้ Block Destination IP ดังกล่าว,18/7/2023 10:06
1358,731,ให้ Block Source IP ดังกล่าว,18/7/2023 10:07
1359,732,ให้ Block Source IP ดังกล่าว,18/7/2023 14:32
1360,733,ให้ Block Source IP ดังกล่าว,18/7/2023 14:32
1361,734,ให้ Block Source IP ดังกล่าว,18/7/2023 14:33
1362,735,ให้ Block Source IP ดังกล่าว,19/7/2023 8:47
1363,736,ประสานแจ้งเจ้าหน้าที่เกี่ยวข้อง หาสาเหตุและแนวทางแก้ไขปัญหา,19/7/2023 13:11
1364,737,ให้ Block Source IP ดังกล่าว,21/7/2023 10:59
1365,738,ให้ Block Source IP ดังกล่าว,21/7/2023 10:59
1366,739,ให้ Block Source IP ดังกล่าว,21/7/2023 10:59
1367,740,ให้ Block Source IP ดังกล่าว,21/7/2023 11:00
1368,741,ให้ Block Source IP ดังกล่าว,21/7/2023 11:01
1369,742,ให้ Block Source IP ดังกล่าว,21/7/2023 11:02
1370,743,ให้ Block Source IP ดังกล่าว,21/7/2023 11:03
1371,744,ให้ Block Source IP ดังกล่าว,21/7/2023 11:03
1372,745,ให้ Block Source IP ดังกล่าว,21/7/2023 11:03
1373,747,ให้ Block Source IP ดังกล่าว,21/7/2023 15:57
1374,748,ให้ Block Source IP ดังกล่าว,21/7/2023 15:58
1375,749,ให้ Block Source IP ดังกล่าว,21/7/2023 15:58
1376,750,ให้ Block Source IP ดังกล่าว,21/7/2023 15:58
1377,751,ให้ Block Source IP ดังกล่าว,21/7/2023 16:04
1378,752,ให้ Block Source IP ดังกล่าว,21/7/2023 16:04
1379,753,ให้ Block Source IP ดังกล่าว,21/7/2023 16:08
1380,754,ให้ Block Source IP ดังกล่าว,24/7/2023 8:50
1381,759,ให้ Block Source IP ดังกล่าว,25/7/2023 9:27
1382,759,ให้ Block Source IP ดังกล่าว,25/7/2023 9:28
1383,758,ให้ Block Source IP ดังกล่าว,25/7/2023 9:28
1384,757,ให้ Block Source IP ดังกล่าว,25/7/2023 9:29
1385,756,ให้ Block Source IP ดังกล่าว,25/7/2023 9:30
1386,755,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,25/7/2023 9:30
1387,760,ให้ Block Source IP ดังกล่าว,25/7/2023 9:31
1388,761,ให้ Block Source IP ดังกล่าว,25/7/2023 9:31
1389,762,ให้ Block Source IP ดังกล่าว,25/7/2023 9:31
1390,763,ให้ Block Source IP ดังกล่าว,25/7/2023 9:32
1391,764,ให้ Block Source IP ดังกล่าว,25/7/2023 9:33
1392,765,ให้ Block Source IP ดังกล่าว,25/7/2023 9:33
1393,766,ให้ Block Source IP ดังกล่าว,25/7/2023 9:33
1394,767,ให้ Block Source IP ดังกล่าว,25/7/2023 9:38
1395,768,ให้ Block Source IP ดังกล่าว,25/7/2023 9:39
1396,755,ส่งอีเมลแจ้งเตือนนักศึกษาแล้ว แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,25/7/2023 9:52
1397,746,ส่งอีเมลแจ้งเตือนนักศึกษา แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,25/7/2023 9:56
1398,769,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,25/7/2023 9:57
1399,770,ประสานแจ้งเจ้าหน้าที่เกี่ยวข้อง หาสาเหตุและแนวทางแก้ไขปัญหา,26/7/2023 8:27
1400,771,ให้ Block Source IP ดังกล่าว,26/7/2023 8:27
1401,772,ให้ Block Source IP ดังกล่าว,26/7/2023 8:28
1402,773,ให้ Block Source IP ดังกล่าว,26/7/2023 8:28
1403,774,ให้ Block Source IP ดังกล่าว,26/7/2023 8:28
1404,775,ให้ Block Source IP ดังกล่าว,26/7/2023 8:29
1405,776,ให้ Block Source IP ดังกล่าว,26/7/2023 8:29
1406,769,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,26/7/2023 9:45
1407,777,ให้ Block Source IP ดังกล่าว,26/7/2023 13:00
1408,778,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,26/7/2023 13:01
1409,779,ให้ Block Source IP ดังกล่าว,26/7/2023 13:01
1410,780,ให้ Block Source IP ดังกล่าว,26/7/2023 13:02
1411,781,ให้ Block Source IP ดังกล่าว,26/7/2023 13:02
1412,782,ให้ Block Source IP ดังกล่าว,26/7/2023 13:02
1413,783,ให้ Block Source IP ดังกล่าว,26/7/2023 13:03
1414,784,ให้ Block Source IP ดังกล่าว,26/7/2023 13:03
1415,785,ให้ Block Source IP ดังกล่าว,26/7/2023 13:13
1416,786,ให้ Block Source IP ดังกล่าว,26/7/2023 13:28
1417,787,ให้ Block Source IP ดังกล่าว,26/7/2023 13:29
1418,788,ให้ Block Source IP ดังกล่าว,26/7/2023 13:29
1419,789,ให้ Block Source IP ดังกล่าว,26/7/2023 13:29
1420,789,ให้ Block Source IP ดังกล่าว,26/7/2023 13:29
1421,778,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบบัญชี ห้ามดาวน์โหลดไฟล์ที่น่าสงสัย และควรเปลี่ยนรหัสผ่าน,27/7/2023 8:45
1422,790,ให้ Block Source IP ดังกล่าว,27/7/2023 14:08
1423,791,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,27/7/2023 14:09
1424,693,ติดต่อประสานแจ้งทางผู้ดูแลเรียบร้อย ,27/7/2023 14:17
1425,792,ให้ทำการเก็บหลักฐาน สแกนช่องโหว่ของระบบ พร้อมทั้งประสานงานเจ้าหน้าที่ส่วนงานที่เกี่ยวข้องเพื่อให้คำแนะนำ หาสาเหตุและแนวทางแก้ไขต่อไป  โดยให้เวลาแก้ไขภายใน 3 วัน หากส่วนงานไม่ทำงานแก้ไขให้ทำหนังสือแจ้งเตือนส่วนงานต่อไป,27/7/2023 14:17
1426,792,กำลังดำเนินการ Scan ช่องโหว่,27/7/2023 14:37
1427,792,ดำเนินการเก็บข้อมูลและแจ้งกับทางผู้ดูแลเรียบร้อย,27/7/2023 15:58
1428,793,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,3/8/2023 10:44
1429,794,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,3/8/2023 10:44
1430,792,ผู้ดูแลได้แก้ไขแล้ว โดย มีโค๊ดแปลกปลอมที่ไฟล์ wp-config.php แก้ไขสิทธิ์การเข้าถึงไฟล์ และเจ้าของไฟล์ใหม่ครับ,3/8/2023 13:58
1431,795,ให้ Block Source IP ดังกล่าว,3/8/2023 13:58
1432,796,ให้ Block Source IP ดังกล่าว,3/8/2023 13:59
1433,791,ส่งอีเมลแจ้งเตือนผู้ใช่งานแล้ว แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,4/8/2023 9:41
1434,793,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,4/8/2023 9:43
1435,794,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,4/8/2023 9:47
1436,797,ให้ Block Source IP ดังกล่าว,4/8/2023 13:28
1437,798,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,4/8/2023 13:28
1438,799,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,4/8/2023 13:28
1439,800,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,4/8/2023 13:29
1440,801,ให้ Block Source IP ดังกล่าว,7/8/2023 8:56
1441,802,ให้ Block Source IP ดังกล่าว,7/8/2023 8:57
1442,803,ให้ Block Source IP ดังกล่าว,7/8/2023 8:57
1443,804,ให้ Block Source IP ดังกล่าว,8/8/2023 8:27
1444,805,ให้ Block Source IP ดังกล่าว,8/8/2023 8:27
1445,806,ให้ Block Source IP ดังกล่าว,8/8/2023 8:27
1446,807,ให้ Block Source IP ดังกล่าว,8/8/2023 8:28
1447,808,ให้ Block Source IP ดังกล่าว,8/8/2023 8:28
1448,809,ให้ Block Source IP ดังกล่าว,8/8/2023 8:28
1449,810,ให้ Block Source IP ดังกล่าว,8/8/2023 8:28
1450,811,ให้ Block Source IP ดังกล่าว,8/8/2023 8:29
1451,812,ให้ Block Source IP ดังกล่าว,8/8/2023 8:29
1452,800,ส่งอีเมลแจ้งเตือนผู้ใช้งานแล้ว แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,8/8/2023 11:13
1453,798,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบบัญชี และเปลี่นนรหัสผ่าน,8/8/2023 11:27
1454,799,ประสาน one stop  service บัญชีผู้ใช้งานนี้ ไม่สามารถใช้งานได้แล้ว,8/8/2023 11:29
1455,797,ดำเนินการ Block source เรียบร้อย,8/8/2023 15:48
1456,796,ดำเนินการ Blocksource เรียบร้อย,8/8/2023 15:48
1457,795,ดำเนินการ Block source เรียบร้อย,8/8/2023 15:49
1458,813,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,8/8/2023 16:02
1459,814,ให้ทำการเก็บหลักฐาน สแกนช่องโหว่ของระบบ พร้อมทั้งประสานงานเจ้าหน้าที่ส่วนงานที่เกี่ยวข้องเพื่อให้คำแนะนำ หาสาเหตุและแนวทางแก้ไขต่อไป  โดยให้เวลาแก้ไขภายใน 3 วัน หากส่วนงานไม่ทำงานแก้ไขให้ทำหนังสือแจ้งเตือนส่วนงานต่อไป,8/8/2023 16:07
1460,815,ให้ Block Source IP ดังกล่าว,8/8/2023 16:07
1461,816,ให้ Block Source IP ดังกล่าว,8/8/2023 16:08
1462,817,ให้ Block Source IP ดังกล่าว,8/8/2023 16:08
1463,814,ดำเนินการการเก็บหลักฐาน และ Scan VA เรียบร้อยแล้ว และแจ้งข้อมูลไปยังผู้ดูแลแล้ว ,8/8/2023 16:34
1464,814,ทางผู้ดูแลได้ทำการแก้ไขเรียบร้อยแล้ว โดยเกิดจากมีการ Brute force เข้าไปที่ User ไม่ได้ใช้งานมานานคือ Khammarut บน WordPress admin ซึ่งได้ทำการแก้ไขโดยการลบ User ที่ไม่เกี้ยวข้อง และทำการเปลี่ยน password ให้มีความปลอดภัยยิ่งขึ้น,9/8/2023 9:12
1465,818,ให้ Block Source IP ดังกล่าว,9/8/2023 15:26
1466,819,ให้ Block Source IP ดังกล่าว,9/8/2023 15:28
1467,820,ให้ Block Source IP ดังกล่าว,9/8/2023 15:28
1468,821,ให้ Block Source IP ดังกล่าว,9/8/2023 15:29
1469,813,ให้ Block Source IP ดังกล่าว,9/8/2023 15:30
1470,822,ให้ Block Source IP ดังกล่าว,9/8/2023 15:30
1471,823,ให้ Block Source IP ดังกล่าว,9/8/2023 15:31
1472,824,ให้ Block Source IP ดังกล่าว,9/8/2023 15:31
1473,825,ให้ Block Source IP ดังกล่าว,9/8/2023 15:31
1474,826,ให้ Block Source IP ดังกล่าว,9/8/2023 15:32
1475,827,ให้ Block Source IP ดังกล่าว,9/8/2023 15:32
1476,826,๊User ติดตั้ง antivirus เพื่อป้องกัน malware และป้องกันการเชื่อมต่อไปยังโดเมนอันตรายแล้ว,9/8/2023 15:37
1477,813,แจ้งต้อม block source ip 35.92.234.57 แล้ว,10/8/2023 9:06
1478,813,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,10/8/2023 9:15
1479,828,ให้ Block Source IP ดังกล่าว,10/8/2023 15:03
1480,829,ให้ Block Source IP ดังกล่าว,10/8/2023 15:03
1481,830,ให้ Block Source IP ดังกล่าว,10/8/2023 15:04
1482,831,ให้ Block Source IP ดังกล่าว,10/8/2023 15:04
1483,832,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,15/8/2023 15:06
1484,833,ให้ Block Source IP ดังกล่าว,15/8/2023 15:06
1485,834,ให้ Block Source IP ดังกล่าว,15/8/2023 15:07
1486,835,ให้ Block Source IP ดังกล่าว,15/8/2023 15:07
1487,836,ให้ Block Source IP ดังกล่าว,15/8/2023 15:07
1488,832,ส่งอีเมลแจ้งเตือนผู้ใช้งาน แนะนำให้ตรวจสอบบัญชี และเปลี่ยนรหัสผ่าน,17/8/2023 9:25
1489,838,ให้ Block Source IP ดังกล่าว,18/8/2023 7:52
1490,838,ให้ Block Source IP ดังกล่าว,18/8/2023 7:52
1491,839,ให้ Block Source IP ดังกล่าว,18/8/2023 7:53
1492,840,ให้ Block Source IP ดังกล่าว,18/8/2023 7:53
1493,841,ให้ Block Source IP ดังกล่าว,18/8/2023 7:54
1494,843,ให้ Block Source IP ดังกล่าว,18/8/2023 7:55
1495,844,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,18/8/2023 8:03
1496,845,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,18/8/2023 8:03
1497,846,ประสานแจ้งผู้ใช้งาน หาสาเหตุและแนวทางแก้ไขปัญหา,18/8/2023 8:03
1498,847,ให้ทำการเก็บหลักฐาน สแกนช่องโหว่ของระบบ พร้อมทั้งประสานงานเจ้าหน้าที่ส่วนงานที่เกี่ยวข้องเพื่อให้คำแนะนำ หาสาเหตุและแนวทางแก้ไขต่อไป  โดยให้เวลาแก้ไขภายใน 3 วัน หากส่วนงานไม่ทำงานแก้ไขให้ทำหนังสือแจ้งเตือนส่วนงานต่อไป,18/8/2023 8:11
1499,847,ดำนเนินการสแกนช่องโหว่ และแจ้งกับผู้ดูแลเรียบร้อย,18/8/2023 9:30
1500,842,ให้ Block Source IP ดังกล่าว,22/8/2023 9:19
1501,848,ให้ Block Source IP ดังกล่าว,22/8/2023 9:19
1502,849,ให้ Block Source IP ดังกล่าว,22/8/2023 9:20
1503,850,ให้ Block Source IP ดังกล่าว,22/8/2023 9:20
1504,851,ให้ Block Source IP ดังกล่าว,22/8/2023 9:21
1505,852,ให้ Block Source IP ดังกล่าว,22/8/2023 9:21
1506,853,ให้ Block Source IP ดังกล่าว,22/8/2023 9:22
1507,844,ส่งอีเมลแจ้งเตือนผู้ใช้งานแล้ว แนะนำให้ตรวจสอบบัญชีและเปลี่ยนรหัสผ่าน,22/8/2023 9:36
